n_in,n_out,enrich,speck_frac_in_roi,img,label
2,28,0.3911120992045848,0.0017538659157156267,/root/autodl-tmp/CBIS/crops_fixed_calc/eef20d9e55481755580e39e07180fe07_img.png,0
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/9cfebc931b36e148e03728811e325ff0_img.png,0
229,444,1.3328362236092723,0.039308713545440875,/root/autodl-tmp/CBIS/crops_fixed_calc/b3ddeb830b20028f86317f4f08ac65d4_img.png,1
23,36,1.1090174427908466,0.0018681249869544345,/root/autodl-tmp/CBIS/crops_fixed_calc/681e7a4b8b0c390947484a7893417a18_img.png,1
10,1,28.744309784215197,0.0014040792196275496,/root/autodl-tmp/CBIS/crops_fixed_calc/41070488a9b284bf49ce88d9455f53e6_img.png,1
4,0,,0.0008853854282694999,/root/autodl-tmp/CBIS/crops_fixed_calc/530ed3ad42a2e3ed7a3c11a75b0c3a92_img.png,1
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/be94658ee485fb9678c23d8e128f6f25_img.png,0
1,1,3.5472427969262257,0.00017346354663567453,/root/autodl-tmp/CBIS/crops_fixed_calc/700f2f9ccb1c2d624841f1d0f9326fae_img.png,0
3,2,6.083137270027384,0.001137810005014078,/root/autodl-tmp/CBIS/crops_fixed_calc/f9ee3ed3a9aa3e4d5ed971e4726b4042_img.png,0
1,2,1.930049315881197,5.561941488375542e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/8f0538fdeb62d780a1437b2d9dc70f53_img.png,0
32,4,46.11306928138305,0.006141143078312475,/root/autodl-tmp/CBIS/crops_fixed_calc/289d1606bdb8d8f1dfc0746f3461b261_img.png,0
27,32,5.650392517396284,0.005079421004727091,/root/autodl-tmp/CBIS/crops_fixed_calc/f613de85cd07b635785959fe4927a3e6_img.png,0
3,2,4.708020208399116,0.0006315124723713293,/root/autodl-tmp/CBIS/crops_fixed_calc/b3e54d98886d8c093835def08af9364f_img.png,0
3,9,0.9389262591848423,0.00020383797792725895,/root/autodl-tmp/CBIS/crops_fixed_calc/5f3804a70cbbb13e1cd62f0d4ce2b680_img.png,0
22,22,3.4873840254716013,0.007429217022150707,/root/autodl-tmp/CBIS/crops_fixed_calc/ea23be4e5d91818e837bc0c5b7ced28b_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/1d7515d79d953f8aa2ec17efe99f5cf3_img.png,0
15,6,6.743050364582598,0.007362170853137385,/root/autodl-tmp/CBIS/crops_fixed_calc/5ff2a3e87a5bbd5d3082e884a019653c_img.png,0
19,22,2.146923215479485,0.0019015704578396564,/root/autodl-tmp/CBIS/crops_fixed_calc/477242cdd774779730ba8ec948d17e85_img.png,1
48,144,0.8912838336556699,0.007960310564229056,/root/autodl-tmp/CBIS/crops_fixed_calc/763e8e530750c1dbbb3dbe7a8c0040aa_img.png,1
53,685,1.4240471207894385,0.03686431268043527,/root/autodl-tmp/CBIS/crops_fixed_calc/22411412963e6b7285adb05662c1b4e7_img.png,0
5,31,2.7794031203586127,0.002642926693559605,/root/autodl-tmp/CBIS/crops_fixed_calc/128a340878aed60dbf56adf4f483e949_img.png,0
0,10,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/031be7a32a3b33b0b2659ff19bce0e65_img.png,0
35,12,7.940392343410534,0.003493176945032163,/root/autodl-tmp/CBIS/crops_fixed_calc/c8657ab3b2da961ab9437609a1fa2090_img.png,0
0,5,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/68e4e2cd4fc774537dee70e5242078b8_img.png,0
26,6,8.14957711087424,0.0026922781068339906,/root/autodl-tmp/CBIS/crops_fixed_calc/e3f4381a0b39b19b1e6fe34a21edec84_img.png,0
8,3,6.500970466348423,0.0033966322194827676,/root/autodl-tmp/CBIS/crops_fixed_calc/935c035219d32bd7b5da8bfa07434f1b_img.png,0
7,0,,0.00488681169790065,/root/autodl-tmp/CBIS/crops_fixed_calc/295d33329f590c4eedc9ed94ad97298c_img.png,0
7,4,4.578835913141848,0.001379576745854372,/root/autodl-tmp/CBIS/crops_fixed_calc/8fdc115aadffb63967223b5f4635ea17_img.png,0
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/08adf4be678f6c68f5c784a7d7e5b29c_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/c9e320a63809a3b1a1c2c187a4b7cf27_img.png,0
45,74,4.2890377475042,0.00832514131236176,/root/autodl-tmp/CBIS/crops_fixed_calc/43f11aef0758bbd66e922dc45b34b0d7_img.png,1
11,84,1.6272233400402416,0.0025096030729833546,/root/autodl-tmp/CBIS/crops_fixed_calc/673a72552a934fbf22cb75be007fa5be_img.png,1
1,6,0.5369547245573915,0.00014494154024543435,/root/autodl-tmp/CBIS/crops_fixed_calc/71d1dc707131a10ea3b94b2a4aaa1872_img.png,0
5,5,4.124003127443315,0.0019937451133698204,/root/autodl-tmp/CBIS/crops_fixed_calc/6d95bb145bb7c4ecdbfa0435174ecafd_img.png,0
4,3,3.918264318769157,0.0006160225975118697,/root/autodl-tmp/CBIS/crops_fixed_calc/c70b0bea1c2a7e8aaccb343aee9efaa4_img.png,0
2,0,,0.0009067879555529967,/root/autodl-tmp/CBIS/crops_fixed_calc/123d98637b0ba3c29f936f128be9a7a7_img.png,0
12,9,5.974631317777591,0.0033244124780463327,/root/autodl-tmp/CBIS/crops_fixed_calc/67a8ee0530cb648e25dc66d4454aa5d4_img.png,1
4,8,2.10793091784556,0.0005969080164746612,/root/autodl-tmp/CBIS/crops_fixed_calc/cd750efe9b71b6c6bc3f322ee8fb1dbe_img.png,1
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/d743fd75d07661b5a16a7401fad7c042_img.png,0
4,8,1.1689203814762468,0.001056826718616703,/root/autodl-tmp/CBIS/crops_fixed_calc/0e2119b0b42f1a01916b24cd7b917ba5_img.png,0
29,27,3.257783430373357,0.008661804978614726,/root/autodl-tmp/CBIS/crops_fixed_calc/d5e694656d2b2900b7572126f50de7f2_img.png,0
4,2,5.874320386891353,0.0005106485236250038,/root/autodl-tmp/CBIS/crops_fixed_calc/a753b75d5efedb3e94d1ed08f4364575_img.png,0
3,2,9.487370068179278,0.0018441935844417123,/root/autodl-tmp/CBIS/crops_fixed_calc/51775a0d2256ccfdd58c3a391c01d395_img.png,1
6,1,24.780117416829746,0.001330724070450098,/root/autodl-tmp/CBIS/crops_fixed_calc/c8dacc28fc9a4a36eeada9d0f7fc4a3c_img.png,1
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/05b3e32f87a3ab7d707f46a8d2aa4fc7_img.png,0
2,0,,0.001006036217303823,/root/autodl-tmp/CBIS/crops_fixed_calc/fbb574fe6786bae517d3e128ae901a3b_img.png,0
1,5,1.4651464142793622,6.352029473416756e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/f61ebd15fddc5fee33deb933bce84932_img.png,1
2,6,1.5746393583417033,8.73400585178392e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/d08e2ca38840a94dcad743b8d57b7da2_img.png,1
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/d9e4cd10faa86e5530e9b8b8051c18bf_img.png,0
8,7,3.1083190928237965,0.0013764136619698324,/root/autodl-tmp/CBIS/crops_fixed_calc/77fe2a736398707135649e335d24c1f7_img.png,0
0,2,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/eed4685d7b4876729070682605eebc80_img.png,1
2,54,0.11859641123554947,0.00014426776096434983,/root/autodl-tmp/CBIS/crops_fixed_calc/04673525010f32219b2bd19d7e75a209_img.png,1
9,0,,0.0007479736713267693,/root/autodl-tmp/CBIS/crops_fixed_calc/e1da355a9e22c9a5d458fd3e1167f3db_img.png,0
7,4,4.766548765589931,0.0008807068382624506,/root/autodl-tmp/CBIS/crops_fixed_calc/297b874bbd56207e8dd1c168e1a9de9e_img.png,0
2,0,,0.0003226805720481181,/root/autodl-tmp/CBIS/crops_fixed_calc/e5302336d36a028b5d910a7d045b2338_img.png,0
3,0,,0.00023820326678765881,/root/autodl-tmp/CBIS/crops_fixed_calc/0cd9c95360854fb876966a4a1a492809_img.png,0
3,1,9.257356608478803,0.0013092269326683292,/root/autodl-tmp/CBIS/crops_fixed_calc/d1fa3eb151fe975800ad470b224eccb3_img.png,0
4,1,9.467108473966762,0.00042382677044000924,/root/autodl-tmp/CBIS/crops_fixed_calc/759c94349d2aba3bd42a0e96fd52f86c_img.png,0
4,1,15.93073691813499,0.00036114120621162876,/root/autodl-tmp/CBIS/crops_fixed_calc/612ad4d4fdea923a78b4009c22e41ed7_img.png,1
11,4,7.410620155038759,0.0022410147991543342,/root/autodl-tmp/CBIS/crops_fixed_calc/f1f62e0cfc896b52a300f8c0953aa600_img.png,1
14,15,2.331732835123774,0.003669847200907453,/root/autodl-tmp/CBIS/crops_fixed_calc/078317cec7de6d70bcab204f53528cc8_img.png,1
8,0,,0.002346146904890814,/root/autodl-tmp/CBIS/crops_fixed_calc/c07eee4a17b04b2424748e8f4bc8bc48_img.png,1
14,9,4.327266198928273,0.0010098532827444928,/root/autodl-tmp/CBIS/crops_fixed_calc/5166d5788068f95af2a40aad2cab0470_img.png,1
10,16,2.906186689081426,0.0007974481658692185,/root/autodl-tmp/CBIS/crops_fixed_calc/5ffdd6f3bff8e1bf882a26b6af134dcc_img.png,1
1,2,1.6948858783930874,0.00040189560761592176,/root/autodl-tmp/CBIS/crops_fixed_calc/0227855d286ff5f4fa4223c43b423a1c_img.png,0
5,1,22.788331071913163,0.0017384667571234734,/root/autodl-tmp/CBIS/crops_fixed_calc/8e9b1f1a6b547150f9bf54907d4ce056_img.png,0
3,8,2.021956988198576,0.0009753242953281966,/root/autodl-tmp/CBIS/crops_fixed_calc/0d6a942f8f4a0750377121c674784802_img.png,0
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/6faf09829e896469e7b85607700bfb62_img.png,0
6,4,5.151825286734107,0.00032141286328111785,/root/autodl-tmp/CBIS/crops_fixed_calc/41353d04af3852406dadc19b98def6eb_img.png,0
6,0,,0.0004975051579578876,/root/autodl-tmp/CBIS/crops_fixed_calc/385fc808faf3aa6f436dccc3abb83886_img.png,0
8,5,8.859350140894241,0.0008478591556320291,/root/autodl-tmp/CBIS/crops_fixed_calc/cc3e23f4fcfdf036fa3946f008dc747b_img.png,0
3,4,2.186200716845878,0.0005525686977299881,/root/autodl-tmp/CBIS/crops_fixed_calc/6a2ed515618e41f8b25c3a6415aee4cb_img.png,0
0,4,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/64bea406fecb4f50971f33e084642069_img.png,0
7,0,,0.0035213160582764367,/root/autodl-tmp/CBIS/crops_fixed_calc/ff440bfc2e0a5566be1d87422c31db70_img.png,0
1,3,0.711885424018054,0.00019138527051111828,/root/autodl-tmp/CBIS/crops_fixed_calc/1f6fe10b51da08954bf4abd90c3c9cd9_img.png,1
13,3,9.969831276756484,0.001133215814656258,/root/autodl-tmp/CBIS/crops_fixed_calc/4a77d72dee5b3cf8149d57d0d138d070_img.png,0
4,16,0.7601888246628131,0.0004470134874759152,/root/autodl-tmp/CBIS/crops_fixed_calc/069e5b7a5e9aa7aef24dbee67bf727f5_img.png,0
31,28,2.31664245521021,0.0021352145241774704,/root/autodl-tmp/CBIS/crops_fixed_calc/fba78a7bcba48b4fd91234f398d12090_img.png,1
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/bb73dcaff5af1ae39a684192a8e959a4_img.png,1
9,26,1.141129866003661,0.0024093620927030748,/root/autodl-tmp/CBIS/crops_fixed_calc/d6fa2e8165a6d978576ca0338d7d7271_img.png,1
3,22,0.4569559057185408,0.00033195571710733786,/root/autodl-tmp/CBIS/crops_fixed_calc/0bfa2b819fd347cb650bb412b4f9fec6_img.png,0
2,8,0.8344585649986761,0.00031440296531638865,/root/autodl-tmp/CBIS/crops_fixed_calc/5db0c62f81bd3ef5f873dd53877b0f2f_img.png,0
3,11,0.6970749272431312,0.0010716223548562127,/root/autodl-tmp/CBIS/crops_fixed_calc/ad7f9fa82127f001f4ee32daa3e38f5f_img.png,0
8,22,0.9044904277576886,0.0016362910735665825,/root/autodl-tmp/CBIS/crops_fixed_calc/a9d4531fc9bf0505df54048d26509048_img.png,0
5,3,9.590042855057154,0.0015716383685878443,/root/autodl-tmp/CBIS/crops_fixed_calc/b85acc590a6bae28ff725a462cf26688_img.png,0
4,5,3.733892552156524,0.0016646848989298453,/root/autodl-tmp/CBIS/crops_fixed_calc/aac18b8b23ee3f53988a9d7166f0b835_img.png,0
2,0,,0.0008658758334054897,/root/autodl-tmp/CBIS/crops_fixed_calc/0747acd461c563f426916e0f72c9c751_img.png,0
3,5,1.5150310625823629,0.0006051152408358658,/root/autodl-tmp/CBIS/crops_fixed_calc/9e36ba6c4191c4d133d9729f9894e6e5_img.png,0
3,4,2.688465170779482,0.0012766924919988107,/root/autodl-tmp/CBIS/crops_fixed_calc/99393eb81001e9d0518abd391f9ef07d_img.png,0
0,5,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/4403d40e8fa9c193929c3399be25c530_img.png,1
1,4,0.8968771328071681,0.000139999650000875,/root/autodl-tmp/CBIS/crops_fixed_calc/21bbf0fc2d32a4d7565814cf4b68161e_img.png,0
6,1,15.947143694359948,0.0006139591996204616,/root/autodl-tmp/CBIS/crops_fixed_calc/78c76a723350709d88525791a5e4c07a_img.png,0
11,13,2.473522795561767,0.0014666706576072317,/root/autodl-tmp/CBIS/crops_fixed_calc/a5153486cde33e1ae3a4414dce37a3c9_img.png,0
3,6,1.2693065698357204,0.00028347349522819614,/root/autodl-tmp/CBIS/crops_fixed_calc/fb0787e79ed97c86f7a8412cfc4480fa_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/c4652f084f6216633effc0bd400c0f6c_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/abd50bf1c21794ba574dd69599ef6335_img.png,0
6,24,1.7436117786633407,0.0032245307699327714,/root/autodl-tmp/CBIS/crops_fixed_calc/83fffab39ed8abc72dcb00e2a743ed40_img.png,0
10,61,2.4149437680520687,0.005100816130580893,/root/autodl-tmp/CBIS/crops_fixed_calc/521714b8304d10f1c7fb61b9b2d508f8_img.png,0
1,6,0.8673585307552126,0.00021300262703240007,/root/autodl-tmp/CBIS/crops_fixed_calc/38c711b1f625201092f58dd7ebadac3b_img.png,0
0,3,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/205d158506ae37e30fe71376ff948aaa_img.png,0
2,3,2.065622296571923,0.0013601826084237516,/root/autodl-tmp/CBIS/crops_fixed_calc/679563b8650974f68c555dd6d946b7da_img.png,1
0,2,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/47cfab61fc51f66279b0e2ae156c1062_img.png,1
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/b7a5c855d71120cc8b05313abc5103d6_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/1caff4b9efeda69ac0eca8fb1161713b_img.png,0
6,3,7.444588557429024,0.0011889321227842628,/root/autodl-tmp/CBIS/crops_fixed_calc/fbbf4524378b71f113b643ca58747da5_img.png,1
5,2,10.234091129894102,0.0012241329058583503,/root/autodl-tmp/CBIS/crops_fixed_calc/c5961ad284ad265ab4cd64d2730de62b_img.png,1
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/ee42f891c406b18b4992c3cc3750eb34_img.png,1
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/63c2412bcc15795b89f1137dcc410180_img.png,1
60,86,2.3340895729527076,0.00757563199336925,/root/autodl-tmp/CBIS/crops_fixed_calc/bb8debbc6385f9a3c938bcd092c7f3ea_img.png,1
22,91,1.0164904980661016,0.0018067026683608641,/root/autodl-tmp/CBIS/crops_fixed_calc/abe984203023731d8c4e858b7aed66e1_img.png,1
2,6,0.9829281274164231,0.00022595125478263488,/root/autodl-tmp/CBIS/crops_fixed_calc/5e1e2b2a9468903399726168cbb1bc62_img.png,1
1,2,1.2561263180460094,0.0002947599715958573,/root/autodl-tmp/CBIS/crops_fixed_calc/5709e50be32c6335258f3a860b31b628_img.png,0
3,5,2.1179733536090133,0.0006393751404033248,/root/autodl-tmp/CBIS/crops_fixed_calc/708836c12e2e7b6ba54d8f6e5a8c19cd_img.png,1
1,0,,9.148712318741138e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/4ff776ed824113582ac10384889a40ef_img.png,0
3,4,1.9226842663331611,0.00013593975150213424,/root/autodl-tmp/CBIS/crops_fixed_calc/6fcafe0961a2b89cd880718eafb0d6e9_img.png,0
1,3,0.7353815295427027,0.00015899612294069444,/root/autodl-tmp/CBIS/crops_fixed_calc/f36ae3ec2b4a1e4fd8435371b45e5ddf_img.png,0
6,27,0.6045478916327625,0.0015895543570820323,/root/autodl-tmp/CBIS/crops_fixed_calc/0d1b0ded12002349339367cf6118aedc_img.png,1
8,15,2.063967997423941,0.0034739638484831597,/root/autodl-tmp/CBIS/crops_fixed_calc/ffc7e1214a020b1c55ef32964ed2a4d6_img.png,1
4,3,3.598380201204972,0.0004797313504437515,/root/autodl-tmp/CBIS/crops_fixed_calc/4a7894bd19198ca28f54342b1eb36ec3_img.png,0
3,1,9.458526075660604,0.001045561117799886,/root/autodl-tmp/CBIS/crops_fixed_calc/f07d42200b24fac4a28108ed2741ed79_img.png,0
2,10,0.7411359230272133,7.180297264306742e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/96273b1d1836a601835e8a64967d75a4_img.png,1
1,2,1.3486100729165198,8.462265348433776e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/28ed72e2dccfa2f6e05b77cb963703eb_img.png,1
5,1,14.486203615604186,0.0008920076117982874,/root/autodl-tmp/CBIS/crops_fixed_calc/30c8c998d15777df1f262c87ee7aedc0_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/ee67ef727e89323080fa062fee124101_img.png,0
3,2,4.36565627936811,0.001357459313513433,/root/autodl-tmp/CBIS/crops_fixed_calc/7ce6daf8eccefbe9302810818fbce904_img.png,0
6,4,4.651497137135884,0.00378586402177654,/root/autodl-tmp/CBIS/crops_fixed_calc/73bc2e27221491f7d0227eae03529380_img.png,0
2,6,1.218319571458167,0.0008878629139660836,/root/autodl-tmp/CBIS/crops_fixed_calc/3c2bf9b35f91c0a0e948f098bed05e76_img.png,0
9,4,5.710482630172484,0.0014441115339973547,/root/autodl-tmp/CBIS/crops_fixed_calc/91b6cf77be4428f4f7509d04a350033b_img.png,0
11,2,16.791501105459268,0.004390915134742343,/root/autodl-tmp/CBIS/crops_fixed_calc/49db058e556f26b78401f3c576697f77_img.png,0
24,17,3.5257389237948296,0.0017477386130159832,/root/autodl-tmp/CBIS/crops_fixed_calc/b4b641b839d87f62652efee4a7160725_img.png,1
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/193b16b71653cd590a5f4ea7cb7ce674_img.png,1
1,11,0.6826828303813307,0.00032461208855417777,/root/autodl-tmp/CBIS/crops_fixed_calc/bc8037fa423362534e4899936e784b60_img.png,1
0,2,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/4a7d83eddcc641c058ca50aba6ac9e1f_img.png,1
3,1,21.9859253375695,0.0005718824463860206,/root/autodl-tmp/CBIS/crops_fixed_calc/358cc83bfc05d15ba73be5648f12bd96_img.png,1
2,8,2.0479767874048878,0.0003506434306953259,/root/autodl-tmp/CBIS/crops_fixed_calc/96abf4100eb0f964c2ffae304900308a_img.png,1
17,55,1.3718834752235856,0.0036927928301730218,/root/autodl-tmp/CBIS/crops_fixed_calc/cea3853c3f17ec30618e428b2200e1b3_img.png,1
2,2,2.97489006823351,9.097801364670205e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/618ff4facb939676e918645012b1918c_img.png,0
1,0,,7.40663931147881e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/b84ed34ae068826b98d4c80644034806_img.png,0
8,40,0.5219012474871257,0.0006196128108390934,/root/autodl-tmp/CBIS/crops_fixed_calc/45f936334c6b82d68903d26b91a7ee03_img.png,0
4,36,0.3677563136502718,0.00037813399095766543,/root/autodl-tmp/CBIS/crops_fixed_calc/9bb27c6108d3716e191d6fd553a836c1_img.png,1
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/6caddb2481b305d3e7b6327f33acb64d_img.png,1
24,33,2.923840546530475,0.0031598904571308196,/root/autodl-tmp/CBIS/crops_fixed_calc/2dfda4fd250340c24652fbc0b6755758_img.png,1
15,17,2.0923442489384345,0.00163329346554008,/root/autodl-tmp/CBIS/crops_fixed_calc/a12fba025f07f32daba91ae653235c70_img.png,1
9,7,9.408948119942883,0.0015230842455973346,/root/autodl-tmp/CBIS/crops_fixed_calc/5f82f11b077038edfb2187bcb159110d_img.png,1
5,2,7.318421525738598,0.0006891592257445916,/root/autodl-tmp/CBIS/crops_fixed_calc/8ebbff214f3bedd6647f856ba5660838_img.png,1
2,3,1.8136436748982872,0.0003831961396537042,/root/autodl-tmp/CBIS/crops_fixed_calc/812b72f78910ac1972bda3a519addf3f_img.png,1
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/18970549c37b678499ac5a464cf595fb_img.png,1
17,11,6.528596042735988,0.01012416047192937,/root/autodl-tmp/CBIS/crops_fixed_calc/0af0220bd547b15eca62baa2471bd8cc_img.png,0
18,43,1.4620887346330995,0.008089394666483856,/root/autodl-tmp/CBIS/crops_fixed_calc/e60f11ecdbea06a5ab3a0cb30ca760d5_img.png,0
8,2,10.86477367771934,0.0029202874923803177,/root/autodl-tmp/CBIS/crops_fixed_calc/6deee4d99846827bb519115404edfdb7_img.png,0
8,1,21.075018369865102,0.0013448127660164427,/root/autodl-tmp/CBIS/crops_fixed_calc/bf9f8f03a50f9b124b83d5ad6522cb98_img.png,0
128,14,21.072532570679364,0.017674793878117042,/root/autodl-tmp/CBIS/crops_fixed_calc/153e64fe82448806dd3e28e5d183a1df_img.png,1
45,6,18.58190392804553,0.004510420397712951,/root/autodl-tmp/CBIS/crops_fixed_calc/418ba33b697f800b8aa4b6d4e27aa225_img.png,1
4,0,,0.002686032630322324,/root/autodl-tmp/CBIS/crops_fixed_calc/d81dcaf008a5a8ae6caf10f506a640d2_img.png,1
10,3,21.83265172897107,0.0055872357583088535,/root/autodl-tmp/CBIS/crops_fixed_calc/3ca49075ffa237628bc928c652518184_img.png,1
7,4,7.771034389722517,0.0016188282174210821,/root/autodl-tmp/CBIS/crops_fixed_calc/1b2e8df37c3a1fa256fb40cc35094225_img.png,1
26,1,82.64513660853764,0.0023272866388242422,/root/autodl-tmp/CBIS/crops_fixed_calc/2f5de631528cda9fa1323480a2ff6c5d_img.png,1
60,16,10.729040857807759,0.006112469437652812,/root/autodl-tmp/CBIS/crops_fixed_calc/2dd7c01942f0a4ead74a96ceaff5cf36_img.png,1
3,2,5.313182243476453,0.0020965450324011503,/root/autodl-tmp/CBIS/crops_fixed_calc/c73682dbd7656f57b09bdd58693e3ac8_img.png,0
3,0,,0.0013783114516656544,/root/autodl-tmp/CBIS/crops_fixed_calc/51fe506d3617d825b2c8ad7bfc176e70_img.png,0
3,4,4.156368536634059,0.00042423637452585345,/root/autodl-tmp/CBIS/crops_fixed_calc/dfdd028d8bd031b864d7e9e89e8f6b2c_img.png,0
5,9,3.9866131608950433,0.0007485263387705455,/root/autodl-tmp/CBIS/crops_fixed_calc/9f0bc63efdbccf3020f544134c9090f4_img.png,1
4,5,3.962141786638812,0.0005676915391253009,/root/autodl-tmp/CBIS/crops_fixed_calc/9a9367cb6dd1842af9c41ee1e8f57b6d_img.png,1
101,121,2.087685426123429,0.010070116861435727,/root/autodl-tmp/CBIS/crops_fixed_calc/728133b6ebee4937fd709b938512ba3b_img.png,0
10,12,2.2763669233725747,0.0010961010121140514,/root/autodl-tmp/CBIS/crops_fixed_calc/247a0bba1b5cb88d042dc9579ef0d900_img.png,0
53,69,1.61884643817949,0.005678248396694998,/root/autodl-tmp/CBIS/crops_fixed_calc/1cd2eff8298c338cafe260fa14edbcc6_img.png,0
1,0,,0.00013391183244951523,/root/autodl-tmp/CBIS/crops_fixed_calc/37c28a71574bf93893f960363c79485a_img.png,0
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/5f51d51835614365a8a8a6edbb346ab7_img.png,0
1,1,2.2370250546410975,0.00013583097687168912,/root/autodl-tmp/CBIS/crops_fixed_calc/74dbab6f3328cd418466827d4515cd26_img.png,0
1,0,,5.9524695307965895e-05,/root/autodl-tmp/CBIS/crops_fixed_calc/9934d18a6a06439a32e71039e94b4ab2_img.png,0
0,2,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/999e0882d0271c7d90822bb84f0a7755_img.png,0
1,0,,0.00012723185885745792,/root/autodl-tmp/CBIS/crops_fixed_calc/3e131d04ee61c64a0d2d08a20a2f33ed_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/4e783aabee13cecc204f0d2c7be03fe2_img.png,0
13,18,1.6295978843865853,0.0008322774589451194,/root/autodl-tmp/CBIS/crops_fixed_calc/77385cba2ac092a9f680d3df0863f67b_img.png,0
0,3,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/54d6a3e50a7aaa8a2ce69bdb6a0c463f_img.png,0
0,1,0.0,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/4e7811920e5765a8b24829ac43bb0806_img.png,0
8,3,8.88082770316776,0.004129705799758825,/root/autodl-tmp/CBIS/crops_fixed_calc/8dbd989f849df92dd083716d2e2e1b4c_img.png,0
4,1,10.000240330053273,0.000574121793930331,/root/autodl-tmp/CBIS/crops_fixed_calc/0f5c78ff555bacb1237f3371d6553d6f_img.png,0
2,5,1.352856020461042,0.0005014961301215293,/root/autodl-tmp/CBIS/crops_fixed_calc/3e85803657fcff25e1ea899ac85287c0_img.png,0
3,1,6.957860615883307,0.0006584278768233387,/root/autodl-tmp/CBIS/crops_fixed_calc/935d92f087670003d5fd03318bd73df3_img.png,0
2,0,,0.0001423745486079652,/root/autodl-tmp/CBIS/crops_fixed_calc/de2cb61ce62dfa5fbdfeeec8b0ff3d26_img.png,0
9,13,2.8534157308774377,0.00738512035010941,/root/autodl-tmp/CBIS/crops_fixed_calc/c10a9f1d918ec23aa12d543fc92db6ca_img.png,0
3,10,1.39646871022715,0.0024376038138792413,/root/autodl-tmp/CBIS/crops_fixed_calc/5754e413199464345999989fc83e172d_img.png,0
2,0,,0.0003661555135697233,/root/autodl-tmp/CBIS/crops_fixed_calc/1a0d32901afb6b68d9cfa9342d21dd0d_img.png,0
0,0,,0.0,/root/autodl-tmp/CBIS/crops_fixed_calc/a6dcd64bfdd2c1e572eac4bf2f9c1d62_img.png,0
6,4,5.420258355185583,0.00047517643124901003,/root/autodl-tmp/CBIS/crops_fixed_calc/4ecd98c0a6b681814fb4c02af05caf32_img.png,1
5,7,2.8203862811406135,0.0008117189564692114,/root/autodl-tmp/CBIS/crops_fixed_calc/878270ebe349ebdd1e7ab82d3f03fb55_img.png,1
4,2,4.675851531164449,0.00031832940727064365,/root/autodl-tmp/CBIS/crops_fixed_calc/2492b20d38dc9ca5d20e656ac085f010_img.png,1
4,2,7.569569423403362,0.0005110701443773157,/root/autodl-tmp/CBIS/crops_fixed_calc/ab5d6123916d26c2a08eac38c5b130bd_img.png,1
